timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,casual,registered
14/01/2015 4:00,44.00,4.5,1.5,72.5,0,1,0,0,3,2,55
14/01/2015 5:00,93.00,5,1.5,70,0,1,0,0,3,6,46
14/01/2015 6:00,560.00,5,1,70,0,3,0,0,3,3,60
14/01/2015 7:00,1820.00,4.5,-1,68,0,2,0,0,3,2,45
14/01/2015 8:00,3904.00,4,-1,70,0,2,0,0,3,4,72
14/01/2015 9:00,2064.00,4.5,-0.5,68,0,2,0,0,3,6,130
14/01/2015 10:00,841.00,5,0,70,0,2,0,0,3,1,94
14/01/2015 11:00,732.00,5.5,1,65.5,0,2,0,0,3,0,51
14/01/2015 12:00,1013.00,6.5,2.5,59,0,2,0,0,3,0,32
14/01/2015 13:00,1066.00,7,3,57,0,2,0,0,3,0,20
14/01/2015 14:00,913.00,7,3.5,55,0,2,0,0,3,1,28
14/01/2015 15:00,969.00,7,4,55,0,1,0,0,3,1,18
14/01/2015 16:00,1365.00,7,4.5,59,0,1,0,0,3,0,7
14/01/2015 17:00,2638.00,7.5,4.5,64,0,2,0,0,3,0,6
14/01/2015 18:00,1974.00,8,4.5,71,0,2,0,0,3,0,1
14/01/2015 19:00,1254.00,9,5.5,71,0,3,0,0,3,0,5
14/01/2015 20:00,885.00,10,6,69,0,3,0,0,3,0,16
14/01/2015 21:00,537.00,10,6,71,0,7,0,0,3,0,54
14/01/2015 22:00,344.00,9.5,5.5,76.5,0,7,0,0,3,3,125
14/01/2015 23:00,188.00,10,6,79,0,26,0,0,3,3,78
15/01/2015 0:00,91.00,10,6,82,0,7,0,0,3,0,39
15/01/2015 1:00,66.00,11,11,79.5,0,26,0,0,3,3,32
15/01/2015 2:00,25.00,11,11,82,0,26,0,0,3,3,52
15/01/2015 3:00,23.00,11.5,11.5,79.5,0,7,0,0,3,0,49
15/01/2015 4:00,23.00,11,11,77,0,26,0,0,3,0,44
15/01/2015 5:00,62.00,10,6.5,79,0,7,0,0,3,1,48
15/01/2015 6:00,481.00,9.5,5.5,73.5,0,7,0,0,3,5,63
15/01/2015 7:00,1692.00,9,6,73.5,0,2,0,0,3,0,139
15/01/2015 8:00,3673.00,9,6,66,0,1,0,0,3,2,135
15/01/2015 9:00,1941.00,9,6,73.5,0,2,0,0,3,1,82
15/01/2015 10:00,844.00,9,6,76,0,2,0,0,3,2,54
15/01/2015 11:00,729.00,9,6,66,0,2,0,0,3,0,57
15/01/2015 12:00,835.00,8.5,5,71,0,7,0,0,3,1,32
15/01/2015 13:00,1005.00,9,5,64,0,2,0,0,3,1,19
15/01/2015 14:00,828.00,9,5,60,0,2,0,0,3,1,6
15/01/2015 15:00,912.00,9,5,52,0,2,0,0,3,0,2
15/01/2015 16:00,1249.00,8,4,53,0,2,0,0,3,0,2
15/01/2015 17:00,2524.00,7.5,3.5,55,0,2,0,0,3,0,3
15/01/2015 18:00,2480.00,7,3,57,0,2,0,0,3,0,4
15/01/2015 19:00,1353.00,8,4,51.5,0,2,0,0,3,0,3
15/01/2015 20:00,810.00,7,2,51,0,2,0,0,3,0,28
15/01/2015 21:00,591.00,6.5,1.5,57,0,1,0,0,3,0,72
15/01/2015 22:00,430.00,6.5,1.5,59,0,2,0,0,3,5,197
15/01/2015 23:00,301.00,7,3,57,0,1,0,0,3,2,137
16/01/2015 0:00,208.00,7,3,53,0,1,0,0,3,2,36
16/01/2015 1:00,117.00,7,3,53,0,1,0,0,3,4,33
16/01/2015 2:00,71.00,6.5,2.5,59,0,1,0,0,3,3,49
16/01/2015 3:00,59.00,6.5,2.5,59,0,1,0,0,3,2,81
16/01/2015 4:00,46.00,6.5,3,55,0,1,0,0,3,3,39
16/01/2015 5:00,88.00,6.5,3,55,0,1,0,0,3,5,55
16/01/2015 6:00,471.00,7,4,55,0,1,0,0,3,2,76
16/01/2015 7:00,1648.00,7,4.5,59,0,7,0,0,3,4,158
16/01/2015 8:00,3546.00,7,4.5,61,0,3,0,0,3,3,141
16/01/2015 9:00,1980.00,6,3,71,0,2,0,0,3,1,98
16/01/2015 10:00,878.00,6.5,3.5,68.5,0,2,0,0,3,0,64
16/01/2015 11:00,795.00,6,2.5,76,0,2,0,0,3,0,40
16/01/2015 12:00,994.00,6,3,73.5,0,2,0,0,3,0,30
16/01/2015 13:00,1122.00,7,4,68.5,0,2,0,0,3,1,14
16/01/2015 14:00,941.00,7,4.5,66,0,2,0,0,3,0,14
16/01/2015 15:00,1104.00,7,4,66,0,2,0,0,3,0,5
16/01/2015 16:00,1149.00,6,2,68.5,0,7,0,0,3,0,1
16/01/2015 17:00,2348.00,5.5,2.5,76,0,2,0,0,3,0,1
16/01/2015 18:00,2002.00,5,1.5,73,0,3,0,0,3,0,8
16/01/2015 19:00,1183.00,4,1,72.5,0,1,0,0,3,0,17
16/01/2015 20:00,693.00,4,2,72.5,0,1,0,0,3,0,70
16/01/2015 21:00,473.00,3,0,75,0,1,0,0,3,2,156
16/01/2015 22:00,386.00,2.5,-1.5,72.5,0,1,0,0,3,0,117
16/01/2015 23:00,361.00,2.5,-1,81,0,1,0,0,3,4,40
17/01/2015 0:00,328.00,2,-2,81,0,1,0,1,3,6,47
17/01/2015 1:00,220.00,2,-1.5,81,0,1,0,1,3,2,59
17/01/2015 2:00,199.00,1,-3,81,0,1,0,1,3,4,73
17/01/2015 3:00,144.00,1,-3,81,0,1,0,1,3,5,59
17/01/2015 4:00,76.00,1,-2,81,0,1,0,1,3,9,59
17/01/2015 5:00,68.00,0.5,-2.5,77.5,0,1,0,1,3,3,87
17/01/2015 6:00,70.00,0.5,-3,77.5,0,1,0,1,3,4,155
17/01/2015 7:00,154.00,1.5,-2.5,72.5,0,1,0,1,3,5,134
17/01/2015 8:00,350.00,2.5,-1.5,67.5,0,1,0,1,3,3,89
17/01/2015 9:00,682.00,3.5,-0.5,65,0,1,0,1,3,0,68
17/01/2015 10:00,784.00,4,0,70,0,7,0,1,3,4,48
17/01/2015 11:00,998.00,5,1.5,73,0,7,0,1,3,2,34
17/01/2015 12:00,1360.00,6.5,3.5,73.5,0,2,0,1,3,1,26
17/01/2015 13:00,1421.00,6,2.5,73.5,0,2,0,1,3,3,25
17/01/2015 14:00,1531.00,7,4,66,0,2,0,1,3,2,18
17/01/2015 15:00,1527.00,6,3,71,0,1,0,1,3,0,12
17/01/2015 16:00,1257.00,6,3,71,0,1,0,1,3,1,7
17/01/2015 17:00,997.00,5,2.5,76,0,1,0,1,3,0,5
17/01/2015 18:00,765.00,5,2,76,0,1,0,1,3,0,1
17/01/2015 19:00,719.00,5,2,76,0,1,0,1,3,1,2
17/01/2015 20:00,525.00,5,3,81,0,1,0,1,3,1,9
17/01/2015 21:00,415.00,5,2.5,76,0,1,0,1,3,1,22
17/01/2015 22:00,328.00,5,3,76,0,2,0,1,3,2,31
17/01/2015 23:00,350.00,5,2.5,78.5,0,7,0,1,3,2,57
18/01/2015 0:00,383.00,5,3,76,0,2,0,1,3,18,54
18/01/2015 1:00,268.00,5,3.5,76,0,7,0,1,3,15,74
18/01/2015 2:00,268.00,5,3,81,0,7,0,1,3,21,80
18/01/2015 3:00,140.00,4.5,3,84,0,7,0,1,3,26,92
18/01/2015 4:00,73.00,4,4,87,0,7,0,1,3,21,108
18/01/2015 5:00,53.00,4,3.5,90,0,7,0,1,3,33,95
18/01/2015 6:00,54.00,4,3.5,90,0,7,0,1,3,29,54
18/01/2015 7:00,97.00,4,3.5,87,0,7,0,1,3,15,69
18/01/2015 8:00,210.00,4,3.5,93,0,2,0,1,3,14,60
18/01/2015 9:00,406.00,4,2.5,90,0,7,0,1,3,6,35
18/01/2015 10:00,693.00,4,2,87,0,7,0,1,3,6,51
18/01/2015 11:00,906.00,4,1.5,84,0,4,0,1,3,0,26
18/01/2015 12:00,1244.00,4,1,81,0,2,0,1,3,5,39
18/01/2015 13:00,1401.00,4,1,81,0,2,0,1,3,6,33
18/01/2015 14:00,1313.00,4,1,75,0,2,0,1,3,4,19
18/01/2015 15:00,1450.00,4,1,75,0,2,0,1,3,3,13
18/01/2015 16:00,1111.00,3,2,81,0,2,0,1,3,9,6
18/01/2015 17:00,844.00,3,3,81,0,1,0,1,3,0,1
18/01/2015 18:00,694.00,2,0,87,0,1,0,1,3,1,1
18/01/2015 19:00,510.00,2,-0.5,87,0,1,0,1,3,0,1
18/01/2015 20:00,370.00,1.5,0.5,87,0,1,0,1,3,0,3
18/01/2015 21:00,265.00,1,1,87,0,1,0,1,3,0,18
18/01/2015 22:00,249.00,1,1,87,0,1,0,1,3,3,29
18/01/2015 23:00,197.00,0.5,-1.5,90,0,1,0,1,3,8,71
19/01/2015 0:00,128.00,0,-3,93,0,1,0,0,3,23,70
19/01/2015 1:00,57.00,0.5,-2.5,93,0,2,0,0,3,29,75
19/01/2015 2:00,30.00,1,0,93,0,2,0,0,3,23,95
19/01/2015 3:00,32.00,0.5,-0.5,93,0,2,0,0,3,22,69
19/01/2015 4:00,36.00,0.5,-1,93,0,3,0,0,3,35,78
19/01/2015 5:00,88.00,1,-1,93,0,3,0,0,3,22,77
19/01/2015 6:00,472.00,1,-1,90,0,3,0,0,3,23,82
19/01/2015 7:00,1695.00,1,-1,90,0,2,0,0,3,11,56
19/01/2015 8:00,3554.00,2,-0.5,84,0,3,0,0,3,14,47
19/01/2015 9:00,1828.00,2,-0.5,87,0,3,0,0,3,7,50
19/01/2015 10:00,794.00,3,1,75,0,2,0,0,3,6,22
19/01/2015 11:00,688.00,3.5,3,72.5,0,2,0,0,3,2,19
19/01/2015 12:00,923.00,4,1.5,70,0,2,0,0,3,0,18
19/01/2015 13:00,913.00,4,2,70,0,2,0,0,3,1,16
